ack__request__context__asset_chain__network	array(varchar)			
ack__request__context__asset_chain__network__role	array(varchar)			
ack__request__context__asset_chain__network__network_id	array(bigint)			
ack__request__context__asset_chain__network__content_owner_network_id	array(bigint)			
ack__request__context__asset_chain__network__distributor_network_id	array(bigint)			
ack__request__context__asset_chain__network__reseller_network_id	array(bigint)			
ack__request__context__asset_chain__network__revenue	array(double)			
ack__request__context__asset_chain__network__content_owner_revenue	array(double)			
ack__request__context__asset_chain__network__distributor_revenue	array(double)			
ack__request__context__asset_chain__network__reseller_revenue	array(double)			
ack__request__context__asset_chain__network__competition_resellers	array(integer)			
ack__request__context__asset_chain__network__rule_id	array(bigint)			
ack__request__context__asset_chain__network__rule_ext_id	array(bigint)			
ack__request__context__asset_chain__network__rule_flags	array(bigint)			
ack__request__context__asset_chain__network__asset_id	array(bigint)			
ack__request__context__asset_chain__network__site_section_id	array(bigint)			
ack__request__context__asset_chain__network__series_id	array(bigint)			
ack__request__context__asset_chain__network__site_id	array(bigint)			
ack__request__context__asset_chain__network__asset_group_id	array(bigint)			
ack__request__context__asset_chain__network__site_group_id	array(bigint)			
ack__request__context__asset_chain__network__airing_channel_group_id	array(bigint)			
ack__request__context__asset_chain__network__airing_channel_id	array(bigint)			
ack__request__context__asset_chain__network__airing_id	array(bigint)			
ack__request__context__asset_chain__network__scenario_id	array(bigint)			
ack__request__context__asset_chain__network__flags	array(bigint)			
ack__request__context__asset_chain__network__audience_item	array(bigint)			
ack__request__context__asset_chain__network__avails	array(integer)			
ack__request__context__site_section_id	bigint			
ack__request__context__custom_site_section_id	varchar			
ack__request__context__site_section_chain	varchar			
ack__request__context__site_section_chain__content_right_owner	varchar			
ack__request__context__site_section_chain__content_right_owner__network_id	bigint			
ack__request__context__site_section_chain__content_right_owner__asset_id	bigint			
ack__request__context__site_section_chain__content_right_owner__context_id	bigint			
ack__request__context__site_section_chain__content_right_owner__parent	array(bigint)			
ack__request__context__site_section_chain__content_right_owner__audience_item_id	array(integer)			
ack__request__context__site_section_chain__content_right_owner__audience_item_flag	array(integer)			
ack__request__context__site_section_chain__content_right_owner__scenario_id	integer			
ack__request__context__site_section_chain__content_right_owner__asset_group_id	array(bigint)			
ack__request__context__site_section_chain__content_right_owner__series_id	bigint			
ack__request__context__site_section_chain__content_right_owner__airing_id	bigint			
ack__request__context__site_section_chain__content_right_owner__airing_channel_id	bigint			
